EXAMIN_DE,PRDLST_NM,AREA_NM,AMT
2021-04-07,사과,대구,63000
2021-04-08,사과,대구,63000
2021-04-09,사과,대구,63000
2021-04-12,사과,대구,62000
2021-04-13,사과,대구,62000
2021-04-14,사과,대구,62000
2021-04-15,사과,대구,62000
2021-04-16,사과,대구,62000
2021-04-19,사과,대구,62000
2021-04-20,사과,대구,62000
2021-04-21,사과,대구,62000
2021-04-22,사과,대구,62000
2021-04-23,사과,대구,62000
2021-04-26,사과,대구,62000
2021-04-27,사과,대구,62000
2021-04-28,사과,대구,64000
2021-04-29,사과,대구,64000
2021-04-30,사과,대구,64000
2021-05-03,사과,대구,62000
2021-05-04,사과,대구,62000
2021-05-06,사과,대구,62000
2021-05-10,사과,대구,62000
2021-05-11,사과,대구,62000
2021-05-12,사과,대구,62000
2021-05-13,사과,대구,62000
2021-05-14,사과,대구,64000
2021-05-17,사과,대구,64000
2021-05-18,사과,대구,64000
2021-05-20,사과,대구,63000
2021-05-21,사과,대구,65000
2021-05-24,사과,대구,65000
2021-05-25,사과,대구,65000
2021-05-26,사과,대구,65000
2021-05-27,사과,대구,65000
2021-05-28,사과,대구,65000
2021-05-31,사과,대구,65000
2021-06-01,사과,대구,65000
2021-06-02,사과,대구,65000
2021-06-03,사과,대구,65000
2021-06-04,사과,대구,65000
2021-06-07,사과,대구,63000
2021-06-08,사과,대구,63000
2021-06-09,사과,대구,63000
2021-06-10,사과,대구,63000
2021-06-11,사과,대구,63000
2021-06-14,사과,대구,65000
2021-06-15,사과,대구,65000
2021-06-16,사과,대구,65000
2021-06-17,사과,대구,65000
2021-06-18,사과,대구,65000
2021-06-21,사과,대구,65000
2021-06-22,사과,대구,65000
2021-06-23,사과,대구,62000
2021-06-24,사과,대구,62000
2021-06-25,사과,대구,62000
2021-06-28,사과,대구,60000
2021-06-29,사과,대구,60000
2021-06-30,사과,대구,60000
2021-07-01,사과,대구,60000
2021-07-02,사과,대구,60000
2021-07-05,사과,대구,60000
2021-07-06,사과,대구,60000
2021-07-07,사과,대구,60000
2021-07-08,사과,대구,60000
2021-07-09,사과,대구,60000
2021-07-12,사과,대구,60000
2021-07-13,사과,대구,60000
2021-07-14,사과,대구,60000
2021-07-15,사과,대구,60000
2021-07-16,사과,대구,60000
2021-07-19,사과,대구,57000
2021-07-20,사과,대구,55000
2021-07-21,사과,대구,55000
2021-07-22,사과,대구,50000
2021-07-23,사과,대구,50000
2021-07-26,사과,대구,50000
2021-07-27,사과,대구,46000
2021-07-28,사과,대구,46000
2021-07-28,사과,대구,32000
2021-07-29,사과,대구,46000
2021-07-29,사과,대구,32000
2021-07-30,사과,대구,45000
2021-07-30,사과,대구,32000
2021-08-02,사과,대구,45000
2021-08-02,사과,대구,32000
2021-08-03,사과,대구,45000
2021-08-03,사과,대구,32000
2021-08-04,사과,대구,45000
2021-08-04,사과,대구,32000
2021-08-05,사과,대구,45000
2021-08-05,사과,대구,32000
2021-08-06,사과,대구,45000
2021-08-06,사과,대구,32000
2021-08-09,사과,대구,45000
2021-08-09,사과,대구,32000
2021-08-10,사과,대구,45000
2021-08-10,사과,대구,31000
2021-08-11,사과,대구,45000
2021-08-11,사과,대구,31000
2021-08-12,사과,대구,45000
2021-08-12,사과,대구,31000
2021-08-13,사과,대구,45000
2021-08-13,사과,대구,31000
2021-08-17,사과,대구,45000
2021-08-17,사과,대구,31000
2021-08-18,사과,대구,45000
2021-08-18,사과,대구,31000
2021-08-19,사과,대구,45000
2021-08-19,사과,대구,31000
2021-08-20,사과,대구,31000
2021-08-20,사과,대구,52000
2021-08-23,사과,대구,31000
2021-08-23,사과,대구,52000
2021-08-24,사과,대구,31000
2021-08-24,사과,대구,50000
2021-08-25,사과,대구,48000
2021-08-26,사과,대구,48000
2021-08-27,사과,대구,48000
2021-08-30,사과,대구,46000
2021-08-31,사과,대구,46000
2021-09-01,사과,대구,46000
2021-09-02,사과,대구,46000
2021-09-03,사과,대구,45000
2021-09-06,사과,대구,45000
2021-09-07,사과,대구,43000
2021-09-08,사과,대구,43000
2021-09-09,사과,대구,41000
2021-09-10,사과,대구,41000
2021-09-13,사과,대구,41000
2021-09-14,사과,대구,40000
2021-09-15,사과,대구,40000
2021-09-16,사과,대구,41000
2021-09-17,사과,대구,41000
2021-09-23,사과,대구,41000
2021-09-24,사과,대구,38000
2021-09-27,사과,대구,36000
2021-09-28,사과,대구,36000
2021-09-29,사과,대구,36000
2021-09-30,사과,대구,33000
2021-10-01,사과,대구,30000
2021-10-05,사과,대구,30000
2021-10-06,사과,대구,30000
2021-10-07,사과,대구,30000
2021-10-08,사과,대구,30000
2021-10-12,사과,대구,30000
2021-10-13,사과,대구,30000
2021-10-14,사과,대구,30000
2021-10-15,사과,대구,50000
2021-10-18,사과,대구,50000
2021-10-19,사과,대구,48000
2021-10-20,사과,대구,48000
2021-10-21,사과,대구,46000
2021-10-22,사과,대구,46000
2021-10-25,사과,대구,46000
2021-10-26,사과,대구,45000
2021-10-27,사과,대구,45000
2021-10-28,사과,대구,42000
2021-10-29,사과,대구,42000
2021-11-01,사과,대구,37000
2021-11-02,사과,대구,37000
2021-11-03,사과,대구,37000
2021-11-04,사과,대구,37000
2021-11-05,사과,대구,37000
2021-11-08,사과,대구,37000
2021-11-09,사과,대구,37000
2021-11-10,사과,대구,37000
2021-11-11,사과,대구,37000
2021-11-12,사과,대구,37000
2021-11-15,사과,대구,37000
2021-11-16,사과,대구,40000
2021-11-17,사과,대구,40000
2021-11-18,사과,대구,40000
2021-11-19,사과,대구,40000
2021-11-22,사과,대구,40000
2021-11-23,사과,대구,38000
2021-11-24,사과,대구,38000
2021-11-25,사과,대구,38000
2021-11-26,사과,대구,38000
2021-11-29,사과,대구,40000
2021-11-30,사과,대구,40000
2021-12-01,사과,대구,40000
2021-12-02,사과,대구,42000
2021-12-06,사과,대구,44000
2021-12-07,사과,대구,44000
2021-12-08,사과,대구,44000
2021-12-09,사과,대구,44000
2021-12-10,사과,대구,42000
2021-12-13,사과,대구,45000
2021-12-14,사과,대구,45000
2021-12-15,사과,대구,45000
2021-12-16,사과,대구,45000
2021-12-17,사과,대구,47000
2021-12-20,사과,대구,47000
2021-12-21,사과,대구,45000
2021-12-22,사과,대구,45000
2021-12-23,사과,대구,47000
2021-12-24,사과,대구,47000
2021-12-27,사과,대구,47000
2021-12-28,사과,대구,47000
2021-12-29,사과,대구,47000
2021-12-30,사과,대구,47000
2021-12-31,사과,대구,47000
2022-01-03,사과,대구,43000
2022-01-04,사과,대구,43000
2022-01-05,사과,대구,43000
2022-01-06,사과,대구,43000
2022-01-07,사과,대구,45000
2022-01-10,사과,대구,45000
2022-01-11,사과,대구,47000
2022-01-12,사과,대구,50000
2022-01-13,사과,대구,54000
2022-01-14,사과,대구,58000
2022-01-17,사과,대구,60000
2022-01-18,사과,대구,60000
2022-01-19,사과,대구,60000
2022-01-20,사과,대구,60000
2022-01-21,사과,대구,58000
2022-01-24,사과,대구,58000
2022-01-25,사과,대구,58000
2022-01-26,사과,대구,58000
2022-01-27,사과,대구,58000
2022-01-28,사과,대구,58000
2022-02-03,사과,대구,55000
2022-02-04,사과,대구,55000
2022-02-07,사과,대구,50000
2022-02-08,사과,대구,48000
2022-02-09,사과,대구,48000
2022-02-10,사과,대구,48000
2022-02-11,사과,대구,46000
2022-02-14,사과,대구,46000
2022-02-15,사과,대구,46000
2022-02-16,사과,대구,46000
2022-02-17,사과,대구,46000
2022-02-18,사과,대구,46000
2022-02-21,사과,대구,46000
2022-02-22,사과,대구,46000
2022-02-23,사과,대구,46000
2022-02-24,사과,대구,46000
2022-02-25,사과,대구,43000
2022-02-28,사과,대구,43000
2022-03-02,사과,대구,43000
2022-03-03,사과,대구,42000
2022-03-04,사과,대구,42000
2022-03-07,사과,대구,42000
2022-03-08,사과,대구,42000
2022-03-10,사과,대구,40000
2022-03-11,사과,대구,40000
2022-03-14,사과,대구,40000
2022-03-15,사과,대구,40000
2022-03-16,사과,대구,40000
2022-03-17,사과,대구,40000
2022-03-18,사과,대구,40000
2022-03-21,사과,대구,40000
2022-03-22,사과,대구,40000
2022-03-23,사과,대구,40000
2022-03-24,사과,대구,40000
2022-03-25,사과,대구,40000
2022-03-28,사과,대구,40000
2022-03-29,사과,대구,40000
2022-03-30,사과,대구,40000
2022-03-31,사과,대구,42000
2022-04-01,사과,대구,42000
2022-04-04,사과,대구,42000
2022-04-05,사과,대구,42000
2022-04-06,사과,대구,42000
2022-04-07,사과,대구,42000
2022-04-08,사과,대구,42000
2022-04-11,사과,대구,42000
2022-04-12,사과,대구,42000
2022-04-13,사과,대구,42000
2022-04-14,사과,대구,42000
2022-04-15,사과,대구,42000
2022-04-18,사과,대구,42000
2022-04-19,사과,대구,42000
2022-04-20,사과,대구,42000
2022-04-21,사과,대구,42000
2022-04-22,사과,대구,42000
2022-04-25,사과,대구,42000
2022-04-26,사과,대구,42000
2022-04-27,사과,대구,42000
2022-04-28,사과,대구,42000
2022-04-29,사과,대구,42000
2022-05-02,사과,대구,42000
2022-05-03,사과,대구,42000
2022-05-04,사과,대구,42000
2022-05-06,사과,대구,42000
2022-05-09,사과,대구,42000
2022-05-10,사과,대구,42000
2022-05-11,사과,대구,42000
2022-05-12,사과,대구,40000
2022-05-13,사과,대구,40000
2022-05-16,사과,대구,40000
2022-05-17,사과,대구,40000
2022-05-18,사과,대구,40000
2022-05-19,사과,대구,40000
2022-05-20,사과,대구,40000
2022-05-23,사과,대구,40000
2022-05-24,사과,대구,40000
2022-05-25,사과,대구,40000
2022-05-26,사과,대구,40000
2022-05-27,사과,대구,40000
2022-05-30,사과,대구,42000
2022-05-31,사과,대구,44000
2022-06-02,사과,대구,44000
2022-06-03,사과,대구,44000
2022-06-07,사과,대구,44000
2022-06-08,사과,대구,44000
2022-06-09,사과,대구,44000
2022-06-10,사과,대구,47000
2022-06-13,사과,대구,49000
2022-06-14,사과,대구,50000
2022-06-15,사과,대구,54000
2022-06-16,사과,대구,54000
2022-06-17,사과,대구,57000
2022-06-20,사과,대구,57000
2022-06-21,사과,대구,57000
2022-06-22,사과,대구,57000
2022-06-23,사과,대구,57000
2022-06-24,사과,대구,57000
2022-06-27,사과,대구,57000
2022-06-28,사과,대구,57000
2022-06-29,사과,대구,57000
2022-06-30,사과,대구,58000
2022-07-01,사과,대구,58000
2022-07-04,사과,대구,58000
2022-07-05,사과,대구,58000
2022-07-06,사과,대구,58000
2022-07-07,사과,대구,58000
2022-07-08,사과,대구,58000
2022-07-11,사과,대구,58000
2022-07-12,사과,대구,58000
2022-07-13,사과,대구,58000
2022-07-14,사과,대구,58000
2022-07-15,사과,대구,58000
2022-07-18,사과,대구,58000
2022-07-19,사과,대구,58000
2022-07-20,사과,대구,58000
2022-07-20,사과,대구,46000
2022-07-21,사과,대구,58000
2022-07-21,사과,대구,46000
2022-07-22,사과,대구,58000
2022-07-22,사과,대구,46000
2022-07-25,사과,대구,58000
2022-07-25,사과,대구,46000
2022-07-26,사과,대구,58000
2022-07-26,사과,대구,44000
2022-07-27,사과,대구,58000
2022-07-27,사과,대구,43000
2022-07-28,사과,대구,58000
2022-07-28,사과,대구,43000
2022-07-29,사과,대구,58000
2022-07-29,사과,대구,43000
2022-08-01,사과,대구,58000
2022-08-01,사과,대구,43000
2022-08-02,사과,대구,58000
2022-08-02,사과,대구,42000
2022-08-03,사과,대구,58000
2022-08-03,사과,대구,43000
2022-08-04,사과,대구,58000
2022-08-04,사과,대구,43000
2022-08-05,사과,대구,58000
2022-08-05,사과,대구,43000
2022-08-08,사과,대구,58000
2022-08-08,사과,대구,43000
2022-08-09,사과,대구,58000
2022-08-09,사과,대구,45000
2022-08-10,사과,대구,58000
2022-08-10,사과,대구,45000
2022-08-11,사과,대구,44000
2022-08-12,사과,대구,44000
2022-08-12,사과,대구,64000
2022-08-16,사과,대구,46000
2022-08-16,사과,대구,65000
2022-08-17,사과,대구,46000
2022-08-17,사과,대구,65000
2022-08-18,사과,대구,46000
2022-08-18,사과,대구,68000
2022-08-19,사과,대구,42000
2022-08-19,사과,대구,65000
2022-08-22,사과,대구,41000
2022-08-22,사과,대구,62000
2022-08-23,사과,대구,41000
2022-08-23,사과,대구,62000
2022-08-24,사과,대구,62000
2022-08-24,사과,대구,40000
2022-08-25,사과,대구,39000
2022-08-25,사과,대구,62000
2022-08-26,사과,대구,39000
2022-08-26,사과,대구,57000
2022-08-29,사과,대구,39000
2022-08-29,사과,대구,53000
2022-08-30,사과,대구,39000
2022-08-30,사과,대구,50000
2022-08-31,사과,대구,50000
2022-09-01,사과,대구,48000
2022-09-02,사과,대구,49000
2022-09-05,사과,대구,49000
2022-09-06,사과,대구,48000
2022-09-07,사과,대구,48000
2022-09-08,사과,대구,47000
2022-09-13,사과,대구,47000
2022-09-14,사과,대구,43000
2022-09-15,사과,대구,40000
2022-09-16,사과,대구,40000
2022-09-19,사과,대구,37000
2022-09-20,사과,대구,35000
2022-09-21,사과,대구,33000
2022-09-22,사과,대구,33000
2022-09-23,사과,대구,33000
2022-09-26,사과,대구,33000
2022-09-27,사과,대구,33000
2022-09-28,사과,대구,33000
2022-09-29,사과,대구,33000
2022-09-30,사과,대구,32000
2022-10-04,사과,대구,31000
2022-10-05,사과,대구,31000
2022-10-06,사과,대구,31000
2022-10-07,사과,대구,45000
2022-10-07,사과,대구,31000
2022-10-11,사과,대구,31000
2022-10-11,사과,대구,44700
2022-10-12,사과,대구,44700
2022-10-13,사과,대구,44700
2022-10-14,사과,대구,44700
2022-10-17,사과,대구,44700
2022-10-18,사과,대구,43000
2022-10-19,사과,대구,43000
2022-10-20,사과,대구,43000
2022-10-21,사과,대구,42000
2022-10-24,사과,대구,40000
2022-10-25,사과,대구,39000
2022-10-26,사과,대구,39000
2022-10-27,사과,대구,39000
2022-10-28,사과,대구,39000
2022-10-31,사과,대구,39000
2022-11-01,사과,대구,39000
2022-11-02,사과,대구,39000
2022-11-03,사과,대구,39000
2022-11-04,사과,대구,39000
2022-11-07,사과,대구,40000
2022-11-08,사과,대구,40000
2022-11-09,사과,대구,40000
2022-11-10,사과,대구,40000
2022-11-11,사과,대구,40000
2022-11-14,사과,대구,39000
2022-11-15,사과,대구,39000
2022-11-16,사과,대구,39000
2022-11-17,사과,대구,39000
2022-11-18,사과,대구,39000
2022-11-21,사과,대구,39000
2022-11-22,사과,대구,39000
2022-11-23,사과,대구,39000
2022-11-24,사과,대구,39000
2022-11-25,사과,대구,39000
2022-11-28,사과,대구,39000
2022-11-29,사과,대구,39000
2022-11-30,사과,대구,39000
2022-12-01,사과,대구,39000
2022-12-05,사과,대구,39000
2022-12-06,사과,대구,39000
2022-12-07,사과,대구,39000
2022-12-08,사과,대구,39000
2022-12-09,사과,대구,39000
2022-12-12,사과,대구,39000
2022-12-13,사과,대구,39000
2022-12-14,사과,대구,39000
2022-12-15,사과,대구,39000
2022-12-16,사과,대구,39000
2022-12-19,사과,대구,39000
2022-12-20,사과,대구,39000
2022-12-21,사과,대구,41000
2022-12-22,사과,대구,41000
2022-12-23,사과,대구,41000
2022-12-26,사과,대구,41000
2022-12-27,사과,대구,41000
2022-12-28,사과,대구,41000
2022-12-29,사과,대구,41000
2022-12-30,사과,대구,41000
2023-01-02,사과,대구,41000
2023-01-03,사과,대구,41300
2023-01-04,사과,대구,41300
2023-01-05,사과,대구,41300
2023-01-06,사과,대구,42000
2023-01-09,사과,대구,42000
2023-01-10,사과,대구,42000
2023-01-11,사과,대구,42000
2023-01-12,사과,대구,42000
2023-01-13,사과,대구,44000
2023-01-16,사과,대구,43000
2023-01-17,사과,대구,44000
2023-01-18,사과,대구,45000
2023-01-19,사과,대구,45000
2023-01-20,사과,대구,45000
2023-01-25,사과,대구,45000
2023-01-26,사과,대구,44000
2023-01-27,사과,대구,44000
2023-01-30,사과,대구,44000
2023-01-31,사과,대구,44000
2023-02-01,사과,대구,44000
2023-02-02,사과,대구,44000
2023-02-03,사과,대구,44000
2023-02-06,사과,대구,42000
2023-02-07,사과,대구,40000
2023-02-08,사과,대구,40000
2023-02-09,사과,대구,40000
2023-02-10,사과,대구,40000
2023-02-13,사과,대구,39000
2023-02-14,사과,대구,39000
2023-02-15,사과,대구,39000
2023-02-16,사과,대구,39000
2023-02-17,사과,대구,39000
2023-02-20,사과,대구,39000
2023-02-21,사과,대구,39000
2023-02-22,사과,대구,39000
2023-02-23,사과,대구,39000
2023-02-24,사과,대구,39000
2023-02-27,사과,대구,39000
2023-02-28,사과,대구,39000
2023-03-02,사과,대구,39000
2023-03-03,사과,대구,39000
2023-03-06,사과,대구,39000
2023-03-07,사과,대구,39000
2023-03-08,사과,대구,39000
2023-03-09,사과,대구,39000
2023-03-10,사과,대구,39000
2023-03-13,사과,대구,39000
2023-03-14,사과,대구,39000
2023-03-15,사과,대구,39000
2023-03-16,사과,대구,40000
2023-03-17,사과,대구,40000
2023-03-20,사과,대구,40000
2023-03-21,사과,대구,40000
2023-03-22,사과,대구,40000
2023-03-23,사과,대구,40000
2023-03-24,사과,대구,40000
2023-03-27,사과,대구,40000
2023-03-28,사과,대구,40000
2023-03-29,사과,대구,40000
2023-03-30,사과,대구,40000
2023-03-31,사과,대구,39000
2023-04-03,사과,대구,41000
2023-04-04,사과,대구,41000
2023-04-05,사과,대구,41000
2023-04-06,사과,대구,41000
2023-04-07,사과,대구,43000
2023-04-10,사과,대구,43000
2023-04-11,사과,대구,43000
2023-04-12,사과,대구,43000
2023-04-13,사과,대구,43000
2023-04-14,사과,대구,43000
2023-04-17,사과,대구,43000
2023-04-18,사과,대구,43000
2023-04-19,사과,대구,43000
2023-04-20,사과,대구,43000
2023-04-21,사과,대구,43000
2023-04-24,사과,대구,43000
2023-04-25,사과,대구,43000
2023-04-26,사과,대구,43000
2023-04-27,사과,대구,45000
2023-04-28,사과,대구,45000
2023-05-02,사과,대구,49000
2023-05-03,사과,대구,49000
2023-05-04,사과,대구,49000
2023-05-08,사과,대구,49000
2023-05-09,사과,대구,49000
2023-05-10,사과,대구,50000
2023-05-11,사과,대구,53000
2023-05-12,사과,대구,53000
2023-05-15,사과,대구,53000
2023-05-16,사과,대구,54000
2023-05-17,사과,대구,54000
2023-05-18,사과,대구,54000
2023-05-19,사과,대구,54000
2023-05-22,사과,대구,54000
2023-05-23,사과,대구,54000
2023-05-24,사과,대구,54000
2023-05-25,사과,대구,58000
2023-05-26,사과,대구,58000
2023-05-30,사과,대구,58000
2023-05-31,사과,대구,58000
2023-06-01,사과,대구,58000
2023-06-02,사과,대구,58000
2023-06-05,사과,대구,56000
2023-06-07,사과,대구,57000
2023-06-08,사과,대구,57000
2023-06-09,사과,대구,57000
2023-06-12,사과,대구,59000
2023-06-13,사과,대구,59000
2023-06-14,사과,대구,59000
2023-06-15,사과,대구,59000
2023-06-16,사과,대구,61000
2023-06-19,사과,대구,61000
2023-06-20,사과,대구,61000
2023-06-21,사과,대구,61000
2023-06-22,사과,대구,62000
2023-06-23,사과,대구,62000
2023-06-26,사과,대구,64000
2023-06-27,사과,대구,64000
2023-06-28,사과,대구,64000
2023-06-29,사과,대구,64000
2023-06-30,사과,대구,64000
2023-07-03,사과,대구,67000
2023-07-04,사과,대구,70000
2023-07-05,사과,대구,70000
2023-07-06,사과,대구,70000
2023-07-07,사과,대구,70000
2023-07-10,사과,대구,70000
2023-07-11,사과,대구,70000
2023-07-12,사과,대구,70000
2023-07-13,사과,대구,70000
2023-07-14,사과,대구,70000
2023-07-17,사과,대구,70000
2023-07-18,사과,대구,70000
2023-07-19,사과,대구,70000
2023-07-20,사과,대구,70000
2023-07-21,사과,대구,70000
2023-07-24,사과,대구,70000
2023-07-25,사과,대구,70000
2023-07-25,사과,대구,62000
2023-07-26,사과,대구,70000
2023-07-26,사과,대구,57000
2023-07-27,사과,대구,70000
2023-07-27,사과,대구,57000
2023-07-28,사과,대구,70000
2023-07-28,사과,대구,54000
2023-07-31,사과,대구,70000
2023-07-31,사과,대구,51000
2023-08-01,사과,대구,51000
2023-08-01,사과,대구,70000
2023-08-02,사과,대구,70000
2023-08-02,사과,대구,51000
2023-08-03,사과,대구,70000
2023-08-03,사과,대구,55000
2023-08-04,사과,대구,70000
2023-08-04,사과,대구,55000
2023-08-07,사과,대구,80000
2023-08-07,사과,대구,58000
2023-08-08,사과,대구,80000
2023-08-08,사과,대구,58000
2023-08-09,사과,대구,80000
2023-08-09,사과,대구,56000
2023-08-09,사과,대구,93000
2023-08-10,사과,대구,93000
2023-08-10,사과,대구,80000
2023-08-10,사과,대구,56000
2023-08-11,사과,대구,93000
2023-08-11,사과,대구,58000
2023-08-14,사과,대구,58000
2023-08-14,사과,대구,93000
2023-08-16,사과,대구,58000
2023-08-16,사과,대구,91000
2023-08-17,사과,대구,58000
2023-08-17,사과,대구,89000
2023-08-18,사과,대구,58000
2023-08-18,사과,대구,89000
2023-08-21,사과,대구,58000
2023-08-21,사과,대구,89000
2023-08-22,사과,대구,58000
2023-08-22,사과,대구,89000
2023-08-23,사과,대구,58000
2023-08-23,사과,대구,89000
2023-08-24,사과,대구,58000
2023-08-24,사과,대구,89000
2023-08-25,사과,대구,58000
2023-08-25,사과,대구,89000
2023-08-28,사과,대구,56000
2023-08-28,사과,대구,87000
2023-08-29,사과,대구,56000
2023-08-29,사과,대구,87000
2023-08-30,사과,대구,84000
2023-08-31,사과,대구,84000
2023-09-01,사과,대구,86000
2023-09-04,사과,대구,82000
2023-09-05,사과,대구,81000
2023-09-06,사과,대구,81000
2023-09-07,사과,대구,80000
2023-09-08,사과,대구,72000
2023-09-11,사과,대구,72000
2023-09-12,사과,대구,72000
2023-09-13,사과,대구,74000
2023-09-14,사과,대구,74000
2023-09-15,사과,대구,74000
2023-09-18,사과,대구,84000
2023-09-19,사과,대구,84000
2023-09-20,사과,대구,88000
2023-09-21,사과,대구,90000
2023-09-22,사과,대구,90000
2023-09-25,사과,대구,85000
2023-09-26,사과,대구,85000
2023-09-27,사과,대구,85000
2023-10-04,사과,대구,85000
2023-10-05,사과,대구,89000
2023-10-06,사과,대구,89000
2023-10-10,사과,대구,89000
2023-10-11,사과,대구,89000
2023-10-12,사과,대구,82000
2023-10-12,사과,대구,89000
2023-10-13,사과,대구,84000
2023-10-16,사과,대구,84000
2023-10-17,사과,대구,78000
2023-10-18,사과,대구,78000
2023-10-19,사과,대구,74000
2023-10-20,사과,대구,74000
